Gene	Filter development - 0h	Filter development - 1h	Filter development - 2h	Filter development - 3h	Filter development - 4h	Filter development - 5h	Filter development - 6h	Filter development - 7h	Filter development - 8h	Filter development - 9h	Filter development - 10h	Filter development - 11h	Filter development - 12h	Filter development - 14h	Filter development - 16h	Filter development - 18h	Filter development - 20h	Filter development - 22h	Filter development - 24h
DDB_G0267178	0.385042107234	0.0	0.0	0.360784340075	0.388483871144	0.366133657197	0.422010296079	0.0	0.276131860686	0.733196998292	0.4784777145	0.32536240726	0.306505752814	0.315383128484	0.59583569402	0.0	0.0	0.908549473075	0.320150245434
DDB_G0267180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.409324875841	0.0	0.0	0.9646038427	0.454349704171	0.0	0.473011872447	0.0	0.47664150616	0.448930327872	0.823533578845
DDB_G0267182	0.188043819812	0.0	0.0	0.176197003292	0.382862637685	0.225741504588	0.206098051574	0.35865050397	1.30646703526	0.358072952655	0.233675162895	0.317795839649	0.57833390829	0.921882748607	1.16395809994	0.428615154127	1.11601276884	0.72093260205	1.4186745445
DDB_G0267184	0.0	0.219699187959	0.217386178287	1.27344516322	0.225052725353	0.63631504561	0.441641970617	1.31656554982	0.159966043432	1.08085538913	0.55437417956	0.56545742503	0.532685860065	1.09622825349	1.4297684208	0.905907650828	0.703502894881	0.175444036179	0.55639904724
DDB_G0267186	1.73268948256	2.14083824676	3.23685083727	0.0	0.0	2.08004672084	0.0	5.08216970861	2.91259683686	6.71674420385	0.0	2.92826166534	1.19110620625	2.81759472802	1.4359288985	0.0	0.0	0.0	0.0
DDB_G0267188	0.0	0.159016883132	0.150801702901	0.302554588016	0.165822272075	0.65437547622	0.462365923169	0.479375225437	0.387172465485	0.6258530373	0.601878788955	0.68212418161	0.625057814287	1.45075948117	0.267594070935	0.520920979339	0.67411860272	0.38095585227	0.116473135111
DDB_G0267190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333318187355	0.0	0.314066484519	0.0
DDB_G0267198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.985920481715
DDB_G0267202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21341571403
DDB_G0267206	0.171912071405	0.300706334377	0.129235736915	0.259674346547	0.274496156387	0.403217742105	0.387832407293	0.533688546984	0.698079438883	0.581365661641	0.24570189523	0.50584737989	0.30869622745	0.388231569188	0.78560241202	0.436948372062	0.200929026071	0.565757882079	0.428046316715
DDB_G0267208	0.0	1.7197078482	0.464778581761	2.37451790924	0.0	0.946314683215	2.07593562278	1.45949489068	0.0	1.92891115598	0.618340431045	0.84093668338	0.342061269488	2.84102694704	2.06184662349	0.718815897445	1.06103711955	0.782750315265	1.18644142513
DDB_G0267210	0.299940064986	0.14771120056	0.146156085865	0.140521875887	0.30534330919	0.502675292656	0.328737541304	0.434464446488	0.71929104098	0.436017398087	1.08837964719	1.18332015465	0.461236934587	0.73703136054	0.712712869271	0.808851867985	0.626190541325	0.589784820235	0.357582809738
DDB_G0267212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22246805793	0.0	0.0	0.0	0.0	0.0
DDB_G0267218	0.0	0.0	0.0	0.0	0.47293688661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267220	0.0	0.518991090125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267222	0.0	0.0	0.0	0.221786556932	0.222453539102	0.0	0.0	0.0	0.0	0.0	0.0	0.152712154175	0.0	0.0	0.0	0.0	0.0	0.0	0.180084513057
DDB_G0267224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.373528780326	0.0	0.0	0.263665846435	0.270747536417	0.0	0.0	0.0	0.235691428289
DDB_G0267226	0.0	0.0	0.0	0.0	0.381835959836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267228	0.0	0.267008779106	0.0	0.0	0.221958096921	0.259426762511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267236	0.229386787289	0.509352455274	1.09917874598	1.11459507354	0.938239933995	0.0	0.454170820847	1.79141766954	1.75820855576	3.51781260277	1.68751765491	2.42354232035	2.1164560048	2.43425946325	3.81545695618	2.93470984588	1.44692084763	1.17226682277	2.73470541254
DDB_G0267238	0.5273402773	0.0	1.02785856038	0.0	0.532053997435	2.13738946309	0.57797062289	1.52770922216	0.378180591809	0.9862089643	0.0	2.15424104124	2.82391925895	1.29581328877	2.18510919337	1.2019859757	0.88075060921	0.414772585533	0.438466640487
DDB_G0267240	0.278062173744	0.0	0.0	0.338613235378	0.367890355765	0.343633823515	0.0	0.172312532633	0.60746898646	1.03836149878	0.0	0.738138457332	0.575340407515	0.444003063564	0.299486101735	0.30166227012	0.0	0.142119470649	0.581068789107
DDB_G0267242	0.0	0.0	1.87065465655	0.918360138375	0.0	1.17659208452	0.0	1.94009771372	0.0	0.94984261469	0.0	1.65639043696	0.0	0.80279341796	1.62448521851	0.81814464169	0.0	0.0	0.0
DDB_G0267244	0.0	0.0	2.00210606484	0.491446776752	2.64589014942	1.99493365651	1.03845544442	1.53838650639	6.41831472358	4.55679230026	1.25142936114	0.88639272032	0.417510538968	1.71841185682	0.81162483726	1.31345383017	1.31398469266	1.54645141019	1.25057339406
DDB_G0267246	0.0	0.853295953235	0.0	0.0	0.0	0.823800728695	0.0	0.42872695013	0.0	0.419796512741	0.0	0.732065416335	0.987414495393	0.0	0.358982224625	0.312877455362	0.2809669247	0.0	0.312501581258
DDB_G0267248	0.0	0.0	0.0	0.66851215955	0.732788128805	1.53491395574	0.0	0.0	2.22261676948	1.3585709086	1.7023119986	0.60287740169	1.62632975712	0.58438638513	0.0	0.0	2.25017470055	0.490651468415	1.70114763163
DDB_G0267250	0.42187222184	0.0	0.394051406276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.964678676145	0.0	0.290008467609	0.340472853874	0.0	0.352157910988	0.273637352751	0.290124346541	0.0
DDB_G0267252	0.0	0.0	0.0	0.0	1.11976612941	0.0	0.0	0.0	0.0	0.0	0.623247459305	0.0	0.0	0.0	0.391789756051	0.0	0.353576354678	0.0	0.0
DDB_G0267254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.224633771588	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267258	0.0	0.715835179764	1.78287801817	0.655129117259	1.21889181101	0.367514609121	0.712689166272	2.48679313028	2.4579998425	2.28285686466	1.45203876018	2.86405614138	1.28564170503	2.09062862275	2.27515883662	2.18553215634	1.48891094747	2.03162605559	2.26426688426
DDB_G0267260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.288192027	40.9956633147	33.3509737751	39.738274189	0.0	0.0	0.0	0.0	40.3389309248
DDB_G0267262	0.0	0.0	1.90651184587	1.90110369399	1.97374870017	1.58580508552	0.69167469844	1.13346168096	3.19190382759	3.76507177526	1.34199251318	4.95915282034	1.86869636393	3.52516948451	2.22665599384	1.91558930499	2.46793354253	2.73094292585	1.21514690364
DDB_G0267264	0.0	0.0	0.0	1.15085637593	0.0	0.0	0.0	2.43126169188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90731919052
DDB_G0267270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267272	0.0	0.279441949598	0.0	0.290527419608	0.286251273475	0.340592445518	0.0	1.12321446584	0.203465581559	1.09981776438	0.0	0.479481442278	0.451692688357	0.232387568357	0.70536858172	0.204925584799	0.0	0.418265366791	0.943600723385
DDB_G0267274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267282	0.0	0.0	0.680583247468	0.495914474722	0.35599249283	0.335511569504	0.854538503715	0.866674867893	0.126518597987	1.19079588698	0.21922978919	0.720691548342	0.140435363107	0.433508445698	1.1114105842	0.863756632067	0.147325556449	0.27752056632	0.146687021545
DDB_G0267286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267292	21.2254461613	42.5980270769	122.394036867	146.838370861	117.079384372	117.042528009	86.8899633682	143.856030648	111.9268845	250.653004334	141.905882968	265.061948492	170.660440892	211.822246953	288.08037342	162.792499054	130.775752275	115.507421336	93.0614871696
DDB_G0267294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267296	0.0	0.0	0.225687321134	0.0	0.0	0.0	0.0	0.220839689796	0.555347617558	0.673277461965	0.0	0.195683357111	0.159193192244	0.0	0.383828249718	0.19330863849	0.0	0.364287139561	0.5776457889
DDB_G0267298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDB_G0267300	0.19602143641	0.193068983359	0.955181692475	1.30276020142	1.19019972355	1.11837189834	0.69307202106	1.35099161818	0.470082124762	0.92982325627	0.97435461862	2.59537103627	1.56039292342	1.12155160941	1.13713965295	0.327257856676	0.654780250885	0.6167123696	0.488956738482
DDB_G0267302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67961508934
DDB_G0267304	0.0	0.0911919339335	0.360927433416	0.347013945416	0.095094642669	0.088039772532	0.468106020085	0.274908884053	0.354829302999	0.53836499344	0.432624548974	0.978204581593	0.432155721466	0.451675490752	0.690561225995	0.509769969573	0.292007403888	0.418635326681	0.461896155627
DDB_G0267306	0.207480730723	0.187930655796	0.561876265319	0.284878378313	0.534503878992	0.40766088426	0.592840010935	0.455750252214	0.210227277622	0.442571713596	0.480871907487	0.330384727062	0.56214521517	0.572736930877	0.242936611227	0.267269389159	0.298993071101	0.311207237523	0.273132717918
DDB_G0267308	1.96021436411	1.21097921029	0.955181692475	0.918360138375	0.0	1.17659208452	0.86634002633	3.8094276132	1.40576219986	5.59895889605	1.12058634098	0.0	0.78019646171	3.99037533249	0.704430066435	2.34421403086	0.81847531361	0.67402625964	0.0
DDB_G0267310	29.7271311601	17.4478386564	29.0512113555	26.3793029175	36.5072209595	42.4552409218	66.2217296229	56.9904457177	47.0151803863	58.7162149245	22.1501941423	28.829098799	22.5934381389	16.7579523188	17.2845559498	8.47672339661	10.8465743666	6.0478751825	10.2025932399
DDB_G0267314	0.414660730868	0.5123373582	0.0	0.849233995775	0.418367245848	0.892086743508	0.0	0.0	0.297372773047	0.0	0.474094221182	0.0	0.330083118415	0.0	0.343641103914	0.299506623937	0.615237808461	0.0	0.643924000219
DDB_G0267322	0.0	0.0	0.573109015485	1.15320018912	1.77996246415	0.559185949175	1.0396080316	2.32811725647	0.0	1.70971670644	1.46153192793	2.40230516114	3.14909784028	0.96335210155	1.88469473652	1.47266035504	1.4732555645	1.85013710881	4.27118631121
DDB_G0267324	0.0	0.740846098935	0.0	0.0	2.27669617508	1.43047568393	4.65405921121	0.71730100794	0.539420379015	0.0	0.93470065158	0.6355916793	0.0	0.61609727425	0.623348979195	1.25575689189	0.487880551416	1.0345519334	0.62540978178
