Gene	D. discoideum - 0h	D. discoideum - 4h	D. discoideum - 8h	D. discoideum - 12h	D. discoideum - 16h	D. discoideum - 20h	D. discoideum - 24h
DDB_G0267394	73.0025920768	102.025657973	92.6694924526	100.037615512	90.0665939021	136.696191336	136.048464458
DDB_G0267396	0.22408832561	0.932598255838	5.62357681945	17.7073406971	21.8980769792	6.78474793035	4.83859247034
DDB_G0267398	28.9702896464	1065.06799827	131.296778139	138.636272016	133.888579775	58.0524464454	65.2009588308
DDB_G0267400	315.512358388	1026.93917446	601.975634226	443.752898422	432.642431179	413.534206445	275.395033301
DDB_G0267402	2906.5886894	1369.83072837	2824.27110588	2935.30151687	2782.12798705	2951.47723465	2654.23257396
DDB_G0267404	2.31911691285	7.43470325266	21.399509918	19.7060392445	14.7224325947	6.26137624851	6.32381981029
DDB_G0267406	21.5721332561	27.7088664517	113.064975076	95.1285158999	76.7946601191	45.2815946855	46.7400270589
DDB_G0267408	70.8686103409	480.355005753	113.699314434	62.6794252443	58.8789462673	28.7611411997	17.8935010327
DDB_G0267410	6.10378511037	6.78836243569	7.73411685467	9.31508886105	5.97420099929	3.77432156957	3.22601349767
DDB_G0267412	6.07513872367	40.3257166375	6897.0557954	14139.2001298	13035.129561	6135.93370737	3772.11804243
DDB_G0267414	12.2331239869	16.2466778647	9.74570351981	6.09586654334	5.81798129549	1.71570371874	1.42863925014
DDB_G0267416	1.59544377785	5.80574850011	9.29759498011	11.8461797073	9.56466411317	21.1730553331	19.7019569481
DDB_G0267418	2956.72823819	879.568802847	92.301418291	140.792486027	245.83005949	1394.77714917	3393.17332705
DDB_G0267420	711.473094646	1356.83591254	1216.25416565	1412.51189186	1512.38559517	1687.100083	1867.2110884
DDB_G0267422	3.36796541403	6.9710059301	6.98808260175	9.45605865596	26.9540798326	26.8690978923	23.9492887044
DDB_G0267424	36.2824648246	32.1513908225	99.7656244147	115.440211968	73.9992441962	64.6213162434	89.103047508
DDB_G0267426	266.940917542	366.387569494	381.2748468	340.313029649	349.635728211	304.739848935	213.544451621
DDB_G0267428	4.70401492904	3.90893827273	24.5815271987	39.8751936164	45.4981792695	63.0858914222	63.9127857326
DDB_G0267430	1.23839968492	1.63369211329	7.84271788954	10.3117701243	6.31283378994	2.65327888185	4.05339590285
DDB_G0267432	4.15881634589	4.88828101561	3.90808881601	3.18223211106	2.00509334028	2.64799928892	3.8608222663
DDB_G0267434	0.0	0.0681597743831	0.479117519478	0.269993845274	0.441127943659	0.333475401801	0.0263730917684
DDB_G0267436	13.3872306465	10.2818394306	28.2916300208	38.3961029497	43.7843810801	31.5257772442	30.8910834999
DDB_G0267438	4.2514206313	35.2738450765	13.0576518101	25.8238334966	6.10419811424	7.53591889566	6.02052567588
DDB_G0267440	0.90247411399	1.18539322514	5.07339596324	11.8160558848	9.61653140097	10.2424362341	10.1107202309
DDB_G0267442	12.2125460051	23.896738466	21.8000321945	28.4372829143	26.2599436367	33.4796347182	26.064553502
DDB_G0267444	57.0383587174	133.574349281	190.978767109	144.953789384	108.52825374	82.5045363106	80.9876589363
DDB_G0267446	8.15000965603	126.156006069	75.103941889	86.5363445439	64.2364447014	32.6325198413	37.5778758976
DDB_G0267448	12.0782371544	6.44956246348	5.50362604889	10.1755426891	5.3659997475	6.84915460194	5.46453008759
DDB_G0267450	76.4653069897	65.4533469755	66.4456451338	66.3974822584	43.3078664422	48.9025343318	65.1611438646
DDB_G0267452	312.816774049	344.013740623	306.710324537	249.218008144	219.929039412	200.72619437	210.721049188
DDB_G0267454	6639.41097127	1424.31829034	422.826527041	568.16203276	327.027046326	286.482144268	284.548326844
DDB_G0267456	114.287809608	2378.63822613	1787.71967958	763.834422726	905.251916637	117.116690894	47.2629056836
DDB_G0267458	84.6213241402	107.035442459	68.658352388	45.6324477643	52.417546685	61.9793191291	63.2522273459
DDB_G0267460	88.1458732532	61.7688755305	68.2606946385	49.2477164256	22.1888385127	18.6690926908	36.0470653282
DDB_G0267462	2.83134382082	4.67111577701	15.2469899082	23.8686982886	21.7773271231	12.7450606632	12.0504630703
DDB_G0267464	3.25447129566	1.2950884973	5.34087909191	6.98061726707	6.83155569245	3.47282919295	2.47995683222
DDB_G0267466	0.325839029146	0.389519682516	9.88392674183	10.0181085275	2.89051179113	3.8642618788	3.55607513784
DDB_G0267468	17.3143988692	5.1920947768	3.77039898109	6.28432891017	7.31198014511	5.9637387938	4.55792616748
DDB_G0267470	29.4914179613	927.054858963	359.577950388	200.574366999	77.2297215604	75.1707657694	48.2901527221
DDB_G0267472	11.3411212901	66.1566748271	40.8592740476	30.6962691269	33.2540388717	17.1516064624	14.1843071065
DDB_G0267474	0.936654600885	0.620213193657	1.32047487343	2.33232753497	4.66910581027	343.085469019	887.245603287
DDB_G0267476	0.479398216429	1.43189338045	21.2258551234	48.9311944447	186.040700528	645.685636839	1577.22543851
DDB_G0267480	4.86003775581	13.0560820115	18.1771995255	24.1080725416	31.2267226615	11.0465943161	7.62889482283
DDB_G0267482	5.94901102486	3.22478824447	8.37821014277	11.6348133356	21.7376317812	12.9468725661	11.706284057
DDB_G0267484	8.44605978876	19.3264013731	23.3026700157	12.6256562748	9.96068783246	4.93979498573	4.49990563931
DDB_G0267486	0.61054211842	0.807987866014	4.25629921422	9.41558775578	6.65317299801	4.77571657789	5.32038460065
DDB_G0267488	0.895892348483	1.07427091549	1.76453936123	2.17212529423	1.49997628703	1.20327431908	0.778682780691
DDB_G0267490	2.89211365858	50.5534004358	10.6529959928	5.61903967356	3.11208282957	3.44904578084	1.488929056
DDB_G0267492	53.9921509692	48.3068300847	24.1246458616	22.1641752273	17.5270100724	9.32815212033	10.764228656
DDB_G0267494	0.0	0.924115375973	1.42546239161	0.817358254136	2.12238962023	1.34662123281	1.69252664106
DDB_G0267496	14.3908861582	6.47137900079	10.9985238354	9.53506671849	7.53501067317	6.43479702672	7.34789091269
DDB_G0267498	2.00840361536	11.9992278489	20.786025755	21.4578425138	14.4863405257	8.17718400227	7.17081285211
DDB_G0267500	6.68823028018	5.03297499493	10.2590502022	46.6074312436	50.0113855737	57.451498118	59.5710084854
DDB_G0267502	10.6037815475	10.5678612968	25.9810197469	21.1855710844	11.3776388578	3.87185331261	4.06993412639
DDB_G0267504	10.074833571	6.08642256598	37.7373505927	43.5144006508	51.2970733861	32.6668222269	27.4257154148
DDB_G0267506	0.159012597309	0.331751749024	0.738770691391	0.401518167746	2.10706316829	3.93184563043	19.9910734138
DDB_G0267508	67.2293475494	110.727742913	117.261089022	81.0335345415	42.9501712956	31.499968024	27.8690722037
DDB_G0267510	0.0	0.167103361557	0.727303459323	2.45490603435	4.23188067925	0.774102993488	0.762775459313
DDB_G0267512	5.1558059737	8.29745999958	5.61301487908	5.1211425221	2.16641713755	3.95293028021	2.96949911875
DDB_G0267514	56.1377250653	91.4251878828	112.020900704	140.429430031	132.779550982	119.08151293	104.896932992
DDB_G0267516	2.15008408148	5.0248226051	11.3151957779	9.46685058622	10.1645322691	4.83497675828	3.66925433876
DDB_G0267522	0.0	1.29149170572	2.32214470971	2.0108813841	2.1114145194	1.08714664921	1.56079165419
DDB_G0267524	179.055711471	359.972051765	188.92141417	49.1501730055	24.8774532735	16.4678629837	17.080449798
DDB_G0267526	1.3628670527	10.4510555091	19.7970536809	13.0025219062	12.6126510246	5.96953516033	3.91813430084
DDB_G0267528	125.887826722	11.6647220199	18.9933812217	21.9249257447	14.9040820445	18.5425823286	51.1636585191
DDB_G0267530	1134.56683243	577.313667356	93.0068138407	86.1761936072	46.3613142482	42.4862696678	61.5746655724
DDB_G0267532	0.323788864682	2.59253772917	13.3071984063	22.8813520074	43.0310734004	23.1503636918	19.0464382209
DDB_G0267534	4.25114115581	15.5273909812	23.5502547724	21.8721527115	20.7660225528	15.0918240827	9.07700289515
DDB_G0267536	65.8374986218	22.6539134088	38.2004472991	19.3180078489	9.17483849457	6.15469904768	17.3163887261
DDB_G0267538	33.2412702205	99.1400535807	73.5111298615	74.0594619982	50.0495786371	37.2169255458	42.5058534844
DDB_G0267540	6.10109356351	16.369146554	21.3062910155	26.809941632	24.3366061605	15.5580040586	13.5695191323
DDB_G0267542	0.0	0.727934432556	1.27922276308	0.72178941227	0.880066064017	0.325691398937	0.55827459849
DDB_G0267544	0.116967856616	1.98394175206	11.8131414431	15.9216128301	15.2608424737	9.38933755566	12.4950576415
DDB_G0267546	5.44216536524	1.27148023523	11.7531349585	21.2147117983	69.689763722	47.4039145349	58.7134997664
DDB_G0267548	4.98223605777	7.34264228245	5.17423897388	2.61637046516	2.27476943074	2.55120689456	2.42469808368
DDB_G0267550	0.104366174089	1.26908667473	8.15360380636	19.7795029011	51.3290911802	24.8109418339	14.9721488644
DDB_G0267552	123.616503151	103.548519515	105.455630349	109.285203307	78.9445871535	77.2601129891	81.4034177282
DDB_G0267554	0.0	0.920755357473	1.66561964555	2.90424880485	2.76871670127	1.55580362995	1.27091808832
DDB_G0267556	2.35335195613	2.59769958439	13.9597673444	16.8824335279	19.7299842068	8.01492092856	6.84070914553
DDB_G0267560	12.7574930646	11.9572815314	12.7254817278	18.7987662112	18.309552372	10.7993372891	7.86339892656
DDB_G0267562	0.461859042062	3.57128086488	3.43852034684	2.45303960352	2.94118759676	16.2217208539	3.09635076442
DDB_G0267564	1.90279380601	1.95481330426	1.81489889629	1.36609031621	0.850105484805	0.900216250845	0.531182870188
DDB_G0267566	0.0368898624714	0.460331705112	57.3933615012	34.7390029579	5.75499288621	1.46008304833	1.7121887655
DDB_G0267568	38.2223526754	56.7696436474	50.7626542569	41.102174673	26.762988115	30.3432561577	60.3172297581
DDB_G0267570	68.7852771899	13.5979207564	7.93824543358	7.76542535463	5.89533927711	6.33607026207	8.52214766234
DDB_G0267572	0.258574969885	0.472635116861	1.9478844933	1.7185466693	2.96853035024	2.06333611017	1.82854920623
DDB_G0267574	7.01689328218	29.571600178	41.3466896673	42.7760636811	21.4499003167	16.7017870861	14.8873208954
DDB_G0267576	0.864823306947	0.375141439202	2.71973823097	2.38992622909	6.40510994112	1.98486471448	2.71163009278
DDB_G0267578	0.0	1.87703151493	0.493507258853	0.972710733208	2.36816599421	0.624973984312	3.23646391237
DDB_G0267580	0.155859668941	0.372640496273	0.48610464997	1.36861011416	0.334425104326	0.861517696021	49.5331643114
DDB_G0267582	11.0460856044	4.36845664529	30.6966295671	44.294293584	36.8121184224	22.6833062407	20.9124860749
DDB_G0267584	6.89541888125	9.42221920015	21.4024430244	34.4699781519	44.365823068	59.7838961847	35.3047718557
DDB_G0267586	1.64284929517	2.84480169784	3.78164032079	5.85569571321	8.11277140002	10.1173670772	8.78589673757
DDB_G0267588	58.2341197253	67.1121352095	126.371112931	93.3697074096	57.8128141526	103.693291138	121.965063092
DDB_G0267590	65.5927365098	32.6201054325	18.7072826699	24.4195445232	31.6650680938	61.2795129234	66.5533815779
DDB_G0267592	37.8619574093	3.58578459487	5.34265636933	14.9815831947	9.36362314529	13.2204162224	8.92819491944
DDB_G0267594	1.90606692086	2.07122798581	5.97741557754	9.38953752986	11.5430225303	5.70916073328	5.47814733153
DDB_G0267596	2.53544332507	3.73425414323	6.01267010251	4.16022846362	4.03904873721	3.16802293874	2.00333110392
DDB_G0267598	0.811973969355	0.732045066275	4.48893687566	8.50446063699	5.36465779601	3.58732303864	6.97937004763
DDB_G0267600	0.0	0.0	0.285943911747	0.241738237333	0.122337742327	0.289315672325	1.50425626688
DDB_G0267602	2.2719178286	0.747134377415	1.34892187753	1.27277943172	0.945424926121	1.3649076808	1.79289584576
DDB_G0267604	7.22100557107	0.915017691354	2.74485618664	1.24960759558	0.732413724682	0.609696998307	0.850783739278
DDB_G0267606	1.32162741267	2.27847850099	6.37349399248	7.29934931887	4.16208099969	3.29044940636	4.91235325152
DDB_G0267608	0.635532012672	0.413335118311	1.64009640299	4.03284405886	1.97725427492	0.770647176553	0.667230655858
DDB_G0267610	0.0	0.0604935870575	0.0	0.266250052217	0.270096314228	0.719114297077	1.79456380443
DDB_G0267612	3.00298048558	11.0143939361	8.41554784888	7.3510640827	6.01203236034	6.50112758342	5.31606612645
DDB_G0267614	8.86790339134	23.4105801378	73.3760662992	91.7118187861	32.1309272765	21.0636535304	17.3049782287
DDB_G0267616	4.56746634535	2.54460858629	1.64562327192	1.85787662376	0.782274413812	0.905437432173	0.86005793628
DDB_G0267618	0.0	0.0424419699628	0.086240096	0.685567279922	0.362323986799	0.449607093092	0.338707899639
DDB_G0267620	0.572339521193	2.33588606335	7.85724193152	24.9071369821	102.844553301	236.362926037	154.982359408
DDB_G0267622	0.0	22.7770938812	5.90403437031	10.4426984016	10.893558406	14.584214507	12.5889280999
DDB_G0267624	10.3196358043	31.462011901	29.7538353532	48.9526735101	35.0556425164	37.7559180368	58.384898816
DDB_G0267628	0.76029106801	0.89490224538	0.0	0.0	0.0	1.19960156818	0.0
DDB_G0267630	3.3256914237	5.95225271136	5.88283989372	7.7881621846	8.0952869789	5.32005309636	6.61188768416
DDB_G0267632	0.12089942939	0.0	0.575003124089	2.1002501828	3.79381887559	2.87008053684	1.31894378768
DDB_G0267634	0.0	0.0221721834356	0.289233230843	0.162865146467	0.505672989054	0.351172533643	0.0759639376885
DDB_G0267636	8.38919557842	72.7833757304	130.717032044	188.176529744	166.74767234	178.070650244	248.420535033
DDB_G0267638	11.4362354597	34.863318629	17.1232062177	18.9474371159	25.4132724843	36.0505539306	45.8004612226
DDB_G0267640	8.07122073866	7.79186784296	5.79676487314	4.97594457802	3.98063025886	7.64044635539	43.6562524536
DDB_G0267642	0.529123974546	1.10383344534	1.90602205307	1.20650489351	1.56600670325	0.707877102417	0.375787752195
DDB_G0267644	1.44166003149	9.72788998582	9.76927366933	9.92930002056	7.11508628038	4.61085638614	4.91144027655
DDB_G0267646	0.127753827002	0.911631896027	2.812101326	2.01918460096	3.55671650021	1.11194149377	2.26212603605
DDB_G0267648	3.49052838109	6.19268696297	6.75309195653	9.67561545474	20.230111687	15.8027853038	11.4462762182
DDB_G0267650	2.1871930018	12.3415988452	7.48045183054	13.8177439021	22.3214584661	18.2944059112	21.7455852355
DDB_G0267654	0.100446618008	2.08843007146	23.8225874062	8.29805489113	2.07377020466	0.875301244335	0.891771026967
DDB_G0267656	1.59238446128	0.621389708065	0.68908292264	1.59182789739	0.901513580288	1.60011726289	0.47716934202
DDB_G0267658	0.0495034150069	0.150489669874	0.284707831549	0.610533479695	1.55914406747	0.874137142957	0.668283445649
DDB_G0267660	0.0	0.0554524548025	0.0	0.081354182622	0.349599398254	0.0736682926165	0.252552794556
DDB_G0267662	1.45911122139	1.85870702131	2.66922986679	2.49252879845	1.36277751129	1.20365301113	0.901992982684
DDB_G0267666	0.50237431749	1.22074424248	4.04705397784	23.476473067	22.2447877274	12.4327579725	11.8831246101
DDB_G0267668	3.74258086658	18.0070326125	53.7198931138	34.1530338157	35.5529746508	11.8771651701	6.89195761667
DDB_G0267670	1.81806606858	7.3290252365	7.96194807315	7.45549163014	7.6210608412	8.24171377558	6.31570934259
DDB_G0267672	0.171761952188	0.0854629508869	0.567530784146	0.253362562563	0.502738763804	0.532348730808	0.42692506573
DDB_G0267674	36.633487457	9.15497657137	37.8762019448	42.0559448968	44.4835249382	32.718039706	28.2992729804
DDB_G0267676	0.195933106034	0.224901292513	1.06036262146	2.41422471145	2.36643674965	1.98693679892	0.582377355029
DDB_G0267678	0.0	0.0	0.0	0.398082602344	0.0	0.360473975522	0.0
DDB_G0267680	0.305271059209	0.462219010549	2.87161046872	6.5048502152	8.30446795469	6.93754652653	8.78929927989
DDB_G0267682	3.32811377135	5.25688160343	7.83746226102	5.65668851191	4.0067535238	2.16375720125	2.94919148679
DDB_G0267684	0.395280754722	1.11361519389	1.34233639587	2.18305766217	2.1270559462	10.0048133726	2.75767784564
DDB_G0267686	16.7889191745	37.2739168721	63.3183452366	82.0995335066	44.727939931	71.0092505614	51.2171537524
DDB_G0267688	32.1035595858	6.67440946395	9.16146405693	3.97048798568	2.22279968417	3.39260188223	3.53092786544
DDB_G0267690	0.866405519822	3.16267909805	13.7433837726	23.8438235843	24.8291052846	4.54235491277	2.85647191774
DDB_G0267692	4.43077375913	2.97712558862	3.71720676524	5.65549700276	3.0778128945	1.23067068304	1.58240907672
DDB_G0267694	0.0548801651205	0.228611119945	0.427909022861	0.240788766039	0.146460677433	0.21676034315	0.187084328267
DDB_G0267696	0.0	1.64685424921	4.30192140567	3.66338229454	6.48352555223	6.59099057488	2.43467054046
DDB_G0267698	11.9346350062	11.7943696401	37.230173939	29.6662035079	64.7391073337	35.0979935523	35.6744958821
DDB_G0267700	0.0	0.153532886792	1.55917702384	1.06410919564	1.2291534438	0.342575309675	0.472059928104
DDB_G0267702	0.0	9.70738531059	4.80996288994	7.76648280803	7.00801809181	1.83301637452	0.980010020859
DDB_G0267704	61.9981969829	95.8878042871	98.3923266981	124.355870495	106.584625202	70.4471102538	82.2835826081
DDB_G0267706	3.6860780533	11.0352805974	6.10769393968	20.6311354279	12.5539552162	8.85821650398	5.3583427638
DDB_G0267708	1.7584167778	1.80955054526	2.79962842121	4.49385149097	4.66376235098	2.65082368007	4.03415183673
DDB_G0267710	2.50210720298	12.4655229037	38.2543008313	57.0826208642	88.4535779839	89.9315941186	86.9058473451
DDB_G0267712	68.0340176277	32.118305317	7.30441745792	12.2702975752	4.7871751526	7.82371422221	7.49732924089
DDB_G0267714	14.5775414511	22.0230030751	23.2033682749	18.0469957161	11.7131276984	13.5865146468	15.1469353442
DDB_G0267716	0.066464677587	1.06896694513	7.02999441051	6.248042899	6.34306372565	3.05354365616	3.22914505473
DDB_G0267718	3.43075309483	12.2089496086	14.9572046498	16.8904276399	12.4281379867	9.35487635111	11.3373683167
DDB_G0267720	3.50310557708	2.73602791961	2.89791015521	5.55647560251	4.00761779736	3.71684343029	5.12877013641
DDB_G0267722	7.48183853395	7.56499643979	12.5244084997	14.1663443116	15.4271260707	9.97370043088	8.24490806971
DDB_G0267724	0.122768388351	0.122170813855	0.107347364734	0.241765572105	0.0918546169845	0.353525167942	0.164180457793
DDB_G0267726	2.93060216841	0.372640496273	0.97220929994	0.548559953325	0.831896647825	0.0	0.0
DDB_G0267728	25.319823376	8.81094418073	4.17440737923	3.96463478156	4.66323660698	2.71801497275	1.61598210953
DDB_G0267730	59.5017401111	102.201933631	240.370929322	218.902364574	199.594853032	362.99308065	328.717674453
DDB_G0267732	9.32706414139	6.50613286551	13.4738963658	9.32436770055	10.1898453686	4.81774039738	4.02124859652
DDB_G0267734	519.92125857	129.369655919	42.2558848914	23.345663674	11.0109107519	13.7388991581	9.59823662376
